"ID","NAME","PRICE","STOCK","SPD"
"224","Bay Aquarium","10000","9","0.061213876267542"
"225","Reef Aquarium","20000","5","0.073407699070847"
"315","6-Drawer Almirah","10000","2","0.084896146269143"
"317","Bronze Rose","10000","3","0.035927257781775"
"316","3-Drawer Almirah","10000","1","0.096938702696269"
"318","Crystal Rose","10000","5","0.07385001298273"
"314","9-Drawer Almirah","10000","1","0.22533274134806"
"319","Shell Lamp","10000","4","0.03935600744674"
"321","Mythril Bell","40000","4","0.036548624086437"
"322","Horn Trophy","50000","1","0.019699177957408"
"326","Yellow Hobby Bo","10000","0","0.02633124881677"
"327","Red Hobby Bo","10000","4","0.025455431252128"
"328","Black Hobby Bo","10000","4","0.026500545868304"
"329","Blue Hobby Bo","10000","1","0.027755094876519"
"330","Green Hobby Bo","10000","4","0.02612689248664"
"332","Winged Plaque","10000","2","0.1309463788825"
"331","Winged Altar","10000","0","0.16118152024022"
"333","Winged Balance","10000","0","0.13705667242643"
"343","Harp Stool","10000","3","0.039217117400254"
"349","Ryl. Sqr. Bunk","10000","2","0.024404956183359"
"351","Fed. Mrc. Hammock","10000","2","0.030430311441629"
"352","Half Partition","10000","1","0.057472613867117"
"350","Rep. Lgn. Bedding","20000","5","0.020964908048811"
"353","Spence","10000","1","0.11308145660434"
"354","Bookstack","19500","3","0.11610305263951"
"355","Bread Crock","29500","2","0.024178800212673"
"357","Partition","10000","5","0.042838749394109"
"361","Gallipot","10000","0","0.014966283379976"
"360","Matka","10000","3","0.019997065708344"
"358","Credenza","10000","4","0.049949194038536"
"359","Bahut","1000","1","0.050525529245855"
"362","Fluoro-flora","10000","1","0.083752376328275"
"363","Amigo Cactus","5000","0","0.031963902809403"
"364","Amiga Cactus","10000","2","0.028467235477176"
"368","San. Tea Set","8000","1","0.051720698554122"
"369","Bas. Tea Set","10000","3","0.032080016591309"
"370","Win. Tea Set","10000","2","0.03557097901495"
"371","Butterfly Cage","5000","2","0.050454744996054"
"373","Glowfly Cage","4000","6","0.054766167039066"
"374","Parclose","10000","2","0.058276852226549"
"372","Cricket Cage","4500","3","0.047256464684369"
"378","Blue 9D Almirah","10000","0","0.13062426272506"
"379","Blue 6D Almirah","10000","4","0.08806605116923"
"380","Blue 3D Almirah","10000","3","0.056625254381091"
"381","Green 9D Almirah","10000","2","0.11342076096141"
"382","Green 6D Almirah","10000","2","0.080580569573683"
"383","Green 3D Almirah","30000","4","0.096069590676606"
"384","Yellow 9D Almirah","10000","2","0.1314529516041"
"385","Yellow 6D Almirah","10000","2","0.059368843231072"
"386","Yellow 3D Almirah","10000","4","0.045928773084591"
"387","White 9D Almirah","20000","0","0.12400297446394"
"388","White 6D Almirah","10000","2","0.13628760268025"
"389","White 3D Almirah","10000","5","0.067209683571209"
"390","Carmine Desk","10000","0","0.010315609201878"
"393","Ecru Desk","10000","1","0.019028293835213"
"391","Cerulean Desk","15000","1","0.013200133928836"
"392","Myrtle Desk","20000","4","0.011812295661827"
"394","B. Tarutaru Desk","10000","3","0.013772945344362"
"395","G. Tarutaru Desk","20000","2","0.01458646448859"
"396","Y. Tarutaru Desk","10000","5","0.004812127305544"
"397","W. Tarutaru Desk","20000","1","0.022703886816079"
"402","Blue Noble's Bed","10000","0","0.088325970757111"
"403","Green Noble's Bed","10000","0","0.082345801625037"
"404","Yel. Noble's Bed","10000","1","0.19414716408968"
"406","B. Tarutaru Screen","10000","4","0.029134881769571"
"405","White Noble's Bed","10000","0","0.13070490608126"
"407","G. Tarutaru Screen","10000","4","0.028468738142556"
"408","Y. Tarutaru Screen","10000","6","0.028225387006808"
"409","W. Tarutaru Screen","10000","0","0.039736272932049"
"410","Red Round Table","10000","1","0.027188032261193"
"411","Blue Round Table","20000","1","0.027497988222994"
"412","Green Rnd. Table","10000","3","0.026254032842786"
"413","Yellow Rnd. Table","10000","3","0.018437018566287"
"414","White Rnd. Table","10000","3","0.038467724052387"
"416","Tomeshelf","10000","1","0.055266315003181"
"417","Storage Hutch","10000","0","0.063319716418546"
"418","Tidings Board","10000","5","0.034095728018378"
"419","Leisure Table","100000","17","1.6348662475051"
"420","Meadsweet Pot","20000","3","0.051960045371223"
"421","R. Orchid Vase","10000","2","0.058460467144331"
"422","Elshimo Pachira","20000","2","0.063403390998277"
"423","Tavern Bench","10000","2","0.056414205002796"
"424","Feasting Table","20000","3","0.039340041660376"
"425","Girandola","10000","0","0.053588323114317"
"430","B. Storm Lantern","10000","3","0.055046267152073"
"429","R. Storm Lantern","10000","2","0.048309946957691"
"431","G. Storm Lantern","10000","4","0.048172381656265"
"432","Y. Storm Lantern","10000","3","0.046062578273062"
"433","W. Storm Lantern","10000","4","0.046711594570348"
"440","Squat Desk","5000","1","0.025772807475947"
"445","Vaisselier Royale","10000","1","0.079082820875434"
"450","Candelabrum","10000","0","0.073144055931363"
"459","Candle Holder","10000","0","0.03274958809812"
"460","Bakery Platter","10000","2","0.049729918768135"
"472","Bkn. S.H. Rod","1000","2","0.012664019149605"
"473","Broken Comp. Rod","1000","0","0.15480296628284"
"482","Bkn. Clothespole","1000","3","0.019768317153362"
"484","Bkn. Taru. Rod","1000","1","0.023346081951362"
"483","Bkn. Mithran Rod","1000","1","0.046391031204755"
"485","Bkn. Willow Rod","1000","4","0.020797191793705"
"487","Bkn. Bamboo Rod","500","2","0.0072322461749454"
"486","Bkn. Yew Rod","500","3","0.0073118539386765"
"488","Bkn. Fast. Rod","1000","2","0.018408103983698"
"489","Bkn. Lu Rod","500000","3","0.4296327664203"
"491","Bkn. Glass Rod","1000","1","0.030045886954896"
"492","Drachenfall Water","1000","3","0.033313748910372"
"493","Brass Canteen","1000","1","0.0063446023876171"
"490","Bkn. Carbon Rod","500","3","0.054120868812831"
"533","Derfland Humus","2000","1","0.088760875981085"
"536","Adventurer Cpn.","550","4","0.025161963100715"
"544","Test Answers","10000","0","0.36200684528129"
"546","Starfall Tear","10000","7","0.047092608115308"
"548","Tenshodo Invite","15000","16","7.5603118628643"
"550","Steam Clock","1000","1","0.012633799889174"
"551","Bruised Starfruit","10000","0","0.28330960178212"
"597","Mine Gravel","10000","2","0.88220302432266"
"606","Fetich Head","20000","0","4.1081118091097"
"607","Fetich Torso","20000","0","4.465185506752"
"608","Fetich Arms","20000","0","4.4167579156583"
"609","Fetich Legs","20000","0","4.1072642482613"
"613","Faded Crystal","3000","8","0.55846855511774"
"687","Scarletite Ingot","100000","2","40.499493756328"
"733","Kapor Lumber","10000","4","0.033379186961199"
"734","Thokcha Ore","5000","4","0.078646070037675"
"735","Thokcha Ingot","10000","7","0.091755533777304"
"741","P. Brass Ore","50000","0","3.8969579372103"
"742","P. Brass Ingot","200000","0","5.4894296711298"
"755","P. Brass Sheet","10000","1","0.12813964753707"
"765","P. Brass Chain","600000","0","11.390062170756"
"766","Ormolu Ingot","1000","53","0.70746999885036"
"905","Wyvern Skull","3500","4","0.034631436783303"
"907","Cold Bone","3000","3","0.033438846569096"
"961","Two of Cups","1000","0","0.014651374445324"
"960","Ace of Cups","10000","1","0.038422010860053"
"962","Three of Cups","900000010","0","0.10506748250918"
"963","Four of Cups","1000","0","0.014118249819769"
"964","Five of Cups","244500011","1","0.011609617922395"
"965","Six of Cups","1000","0","0.026260141680394"
"966","Seven of Cups","498000000","1","0.026665845786587"
"967","Eight of Cups","454500000","0","0.042211060284674"
"968","Nine of Cups","1000","1","0.024990380728103"
"969","Ten of Cups","817500000","2","0.17006374241012"
"970","Jack of Cups","784000000","1","0.067093861983267"
"973","Ace of Batons","533000000","0","0.055443494243059"
"971","Queen of Cups","1000","0","0.032387242503242"
"974","Two of Batons","860500000","2","0.076964335617666"
"972","King of Cups","10000","1","0.064444448057842"
"975","Three of Batons","1000","2","0.012487408282759"
"976","Four of Batons","1000","0","0.0069070688181821"
"977","Five of Batons","1000","0","0.025048586139513"
"978","Six of Batons","1000","1","0.0088978172259941"
"979","Seven of Batons","1000","1","0.0061515439769148"
"980","Eight of Batons","1000","0","0.0077063692604543"
"981","Nine of Batons","1000","0","0.02818784568282"
"982","Ten of Batons","1000","3","0.029180302406957"
"984","Queen of Batons","2000","1","0.032911174636619"
"983","Jack of Batons","2000","0","0.030430714215766"
"987","Two of Swords","1000","0","0.0086379216828203"
"985","King of Batons","2000","1","0.046720664146354"
"986","Ace of Swords","10000","0","0.026452115193181"
"989","Four of Swords","968500000","0","0.30049483569714"
"988","Three of Swords","1000","1","0.0079030515831719"
"990","Five of Swords","1000","1","0.0054895032977333"
"991","Six of Swords","1000","1","0.010683652432652"
"992","Seven of Swords","449500005","0","0.031607993219559"
"993","Eight of Swords","856000000","0","0.13317060625086"
"997","Queen of Swords","10000","1","0.026926111720252"
"996","Jack of Swords","1000","0","0.030747283253326"
"995","Ten of Swords","1000","0","0.025402029154074"
"994","Nine of Swords","1000","0","0.029221543953961"
"998","King of Swords","2000","2","0.0396955746381"
"999","Ace of Coins","2000","1","0.030937588542734"
"1000","Two of Coins","1000","1","0.0045436079464033"
"1001","Three of Coins","1000","0","0.0032762775011594"
"1002","Four of Coins","1000","1","0.0034160982101982"
"1006","Eight of Coins","1000","2","0.02702822337763"
"1004","Six of Coins","1000","2","0.0081845856406367"
"1003","Five of Coins","1000","1","0.0069406706704732"
"1005","Seven of Coins","1000","1","0.0069230661982415"
"1007","Nine of Coins","1000","1","0.027324327125478"
"1008","Ten of Coins","1000","1","0.030617253396362"
"1011","King of Coins","5000","0","0.033762195801932"
"1009","Jack of Coins","5000","0","0.039176770540186"
"1010","Queen of Coins","1000","0","0.087124998477329"
"1135","Norg Shell","120000","13","0.90365339537304"
"1157","Sands of Silence","1000","1","0.018446195089888"
"1199","Northern Fur","500","4","0.09037461974408"
"1200","Eastern Pottery","1000","0","0.052788517383045"
"1201","Southern Mummy","1000","3","0.018176808195872"
"1209","Desert Venom","15000","6","0.46752563680076"
"1210","Damp Scroll","20000","1","0.029555632906478"
"1344","Cursed Kabuto","5000","0","0.19335971410334"
"1345","Cursed Kabuto -1","2000000","0","0.0049605055017567"
"1347","Cursed Togi -1","2000000","0","0.0050652238439081"
"1346","Cursed Togi","10000","1","0.45290462834982"
"1348","Cursed Kote","5000","0","0.24583497507848"
"1349","Cursed Kote -1","1000000","0","0.0029282119468728"
"1351","Cursed Haidate -1","1000000","0","0.012113236020439"
"1350","Cursed Haidate","7000","2","0.26122826506759"
"1352","Cursed Sune-Ate","6000","1","0.29380158232555"
"1353","C. Sune-Ate -1","3000000","0","0.0022382622049342"
"1354","Cursed Celata","10000","4","0.32084670256486"
"1355","Cursed Celata -1","1501000","0","0.0047184256061451"
"1356","Cursed Hauberk","100000","2","0.82824515366344"
"1357","Cursed Hauberk -1","17000000","0","0.015606456018428"
"1358","Cursed Mufflers","5000","4","0.19337978626162"
"1359","C. Mufflers -1","2500000","0","0.010049771606674"
"1360","Cursed Breeches","5000","1","0.32013561893368"
"1362","Cursed Sollerets","5000","0","0.25892526475858"
"1361","C. Breeches -1","1500000","0","0.0074619343903861"
"1364","Cursed Crown","4000","2","0.29406633360478"
"1363","C. Sollerets -1","4000000","0","0.019353142101561"
"1365","Cursed Crown -1","600000","1","0.019081980157753"
"1367","C. Dalmatica -1","5000000","0","0.0085943592070297"
"1366","Cursed Dalmatica","200000","1","0.97049275196924"
"1368","Cursed Mitts","10000","1","0.2988338424346"
"1369","Cursed Mitts -1","1000000","0","0.010224494677525"
"1370","Cursed Slacks","10000","0","0.52684147559517"
"1371","Cursed Slacks -1","2000000","0","0.010341299325573"
"1372","Cursed Pumps","15000","1","0.31622749962649"
"1373","Cursed Pumps -1","3000000","0","0.0060427941896789"
"1375","Cursed Schaller -1","2500000","0","0.019108542523918"
"1374","Cursed Schaller","5000","1","0.23298877242207"
"1378","C. Handschuhs","5000","1","0.26015271566615"
"1381","C. Diechlings -1","2000000","0","0.0065090045193277"
"1376","Cursed Cuirass","30000","0","0.46416501066129"
"1379","C. Handschuhs -1","3000000","0","0.003830658378488"
"1377","Cursed Cuirass -1","7924040","0","0.014647337053495"
"1380","Cursed Diechlings","10000","0","0.42688679268589"
"1382","Cursed Schuhs","10000","1","0.34762713899324"
"1383","Cursed Schuhs -1","3000000","0","0.00444741501569"
"1385","Cursed Mask -1","1100000","0","0.018369692745415"
"1384","Cursed Mask","4000","0","0.25496018548826"
"1386","Cursed Mail","10000","0","0.26870317131942"
"1387","Cursed Mail -1","4000000","0","0.00539219335578"
"1389","Cursed F. Gnt. -1","900000","0","0.019482669374108"
"1388","Cursed Fng. Gnt.","5000","2","0.19051923371047"
"1390","Cursed Cuisses","10000","0","0.35732796106184"
"1391","Cursed Cuisses -1","1650000","0","0.028167737022199"
"1392","Cursed Greaves","5000","2","0.60647419627779"
"1393","Cursed Greaves -1","1000000","0","0.013863461010875"
"1394","Cursed Cap","50000","1","0.66586074909643"
"1395","Cursed Cap -1","900000","0","0.020188695040186"
"1396","Cursed Harness","30000","1","0.41285800379715"
"1397","Cursed Harness -1","1400000","0","0.017427647240824"
"1399","Cursed Gloves -1","600000","0","0.019450869097024"
"1398","Cursed Gloves","25000","15","0.18600586590165"
"1400","Cursed Subligar","50000","9","0.71332529631483"
"1401","Cursed Subligar -1","755000","0","0.019362776927713"
"1403","C. Leggings -1","600000","0","0.020026599682017"
"1402","Cursed Leggings","70000","2","0.66592962233775"
"1449","T. Whiteshell","1000","2","1.8171684561429"
"1450","L. Jadeshell","490000","28","21.844549734275"
"1451","R. Stripeshell","43000000","1","0.22614460974115"
"1454","R. Goldpiece","58000000","5","0.36345546194053"
"1452","O. Bronzepiece","1000","2","1.9926815081462"
"1453","M. Silverpiece","480000","33","21.729179974951"
"1455","1 Byne Bill","1000","1","1.3328326983352"
"1456","100 Byne Bill","480000","30","22.653857448504"
"1457","10,000 Byne Bill","35000000","6","0.21491011558533"
"1833","Bkn. Halcyon Rod","3000","0","0.37281257400157"
"1832","Bkn. Hume Rod","1000","3","0.034588048416927"
"1885","Zincite","1000","0","0.018403466715554"
"2366","Whistle Coupon","2000","0","0.031009499394055"
"2403","R Chocotrain: STR","50000","0","0.082717466373196"
"2404","R Chocotrain: END","50000","0","0.22379524724168"
"2407","R Chocotrain","30000","0","0.055070290405655"
"2406","R Chocotrain: RCP","50000","1","0.079802350267885"
"2405","R Chocotrain: DSC","50000","2","0.089619273056171"
"2416","Vivi-valve II","150000","2","0.44211913432255"
"2415","Turbo Charger II","700000","4","0.56090667447781"
"2439","Cursed Helm","30000","0","0.054415276302824"
"2443","Cursed Gauntlets","10000","0","0.13031128197977"
"2441","C. Breastplate","10000","4","0.11113636547811"
"2445","Cursed Cuishes","10000","1","0.089549300237515"
"2447","Cursed Sabatons","10000","0","0.15233389276075"
"2449","Cursed Hat","10000","0","0.12655798519219"
"2451","Cursed Coat","10000","1","0.091190224306632"
"2452","Cursed Coat -1","8500000","0","0.0010134924912245"
"2454","Cursed Cuffs -1","6000000","0","0.00088614726594235"
"2453","Cursed Cuffs","10000","0","0.16378953787502"
"2455","Cursed Trews","10000","2","0.14014062982443"
"2456","Cursed Trews -1","44444444","0","0.00025185888399201"
"2457","Cursed Clogs","10000","1","0.18033450547979"
"2458","Cursed Clogs -1","100000","0","0.00093408847900135"
"2461","Rusty Medal","30000","4","0.23684892246076"
"2462","Frayed Arrow","28000","1","0.23320008000058"
"2463","Colorful Hair","30000","4","0.22755018574574"
"2482","Chocotrain: STR","50000","5","0.11243767614748"
"2485","Chocotrain: RCP","50000","7","0.068402499370325"
"2484","Chocotrain: DSC","50000","5","0.096105776152918"
"2483","Chocotrain: END","50000","4","0.12151242464542"
"2488","Alexandrite","6000","9","7.089033003387"
"2501","B. Puppet Turban","40000","0","0.25212419007293"
"2502","W. Puppet Turban","30000","1","0.29898269063244"
"2544","Smilodon Collar","6343","0","0.0005971379097052"
"2545","Lynx Collar","1000","0","0.0061176561220178"
"2639","Hardened Bone","3000","1","0.017466401012411"
"2774","Enchanted Ink","30000","1","0.14188298292944"
"2773","Fine Parchment","70000","1","0.36666085271565"
"2775","Padded Box","10000","5","0.063306925162129"
"2776","Pumice Stone","1000","10","0.15066147712279"
"2777","Magicked Blood","10000","4","0.10300599878801"
"2778","Inferior Cocoon","4850","1","0.047060560874083"
"2892","R. Mutton Chop","5000","0","0.1503360480474"
"2891","Dried Chigoe","5000","0","0.13990132940591"
"2893","G. Blk. Tiger Fang","5000","0","0.26984210863618"
"2894","Trophy Shield","10000","1","0.26722495237736"
"2895","Oversized Sock","10000","0","0.23765061245093"
"2896","Massive Armband","10000","4","0.26702160761101"
"2897","Tr. Insect Wing","5000","0","0.18512042319214"
"2898","Piceous Scale","10000","0","0.20899818461855"
"2899","Winter Puk Egg","5000","0","0.17935964124086"
"2902","Filthy Gnole Claw","5000","1","0.1412148893449"
"2900","Bug-eaten Hat","5000","0","0.29811541372623"
"2901","Giant Agaricus","5000","0","0.22759180840184"
"2903","Eft Blood","5000","0","0.20513701062952"
"2904","G. Slug Eyestalk","5000","1","0.15593525871266"
"2905","Moonglow Cloth","5000","0","0.20205914168177"
"2906","Rotting Eyeball","5000","0","0.14585354575372"
"2907","Tiny Morbol Vine","5000","0","0.14887098929666"
"2908","Oblivispore","5000","0","0.15242320075879"
"2910","Arm. Dragonhorn","5000","1","0.13783331893315"
"2911","Ripped Eft Skin","5000","0","0.11782899744897"
"2909","Snakeskin Moss","5000","0","0.13759304411106"
"2912","Gt. Bugard Tusk","5000","0","0.1769483632727"
"2914","Murmuring Glob","5000","0","0.19307365254814"
"2913","Clouded Lens","5000","0","0.11414386486635"
"2915","H.Q. Cli. Wing","5000","0","0.13256366216445"
"2916","H.Q. Lim. Pincer","5000","1","0.18584292478563"
"2917","Bl. Hecteye","5000","0","0.14105588624417"
"2919","Bloody Fang","5000","0","0.17575537585653"
"2920","Alkaline Humus","10000","2","0.331764313403"
"2921","V. Scorp. Stinger","5000","1","0.19677108667516"
"2918","Baleful Skull","5000","0","0.15475130015272"
"2922","Eft Egg","5000","0","0.15915282948863"
"2925","Resilient Mane","5000","0","0.22769964013969"
"2923","Ctrice. Tailmeat","5000","0","0.19051577205987"
"2926","Moaning Vestige","5000","0","0.125564564587"
"2924","Shk. Whisker","5000","0","0.21682718486892"
"2946","Tarnished Pincer","5000","0","0.10907350415473"
"2945","Shriveled Wing","5000","0","0.10313151442923"
"2947","Exorcised Skull","20000","3","0.12882050070918"
"2948","Acidic Humus","10000","0","0.17979471937915"
"2950","Smooth Whisker","5000","1","0.16166062584816"
"2949","Quiv. Eft Egg","5000","0","0.16883332848068"
"3074","Blanched Silver","5000","0","0.16931147255714"
"3072","Withered Cocoon","5000","0","0.2977897383862"
"3073","Eruca Egg","5000","0","0.19309499451288"
"3075","Undying Ooze","5000","0","0.13132874594728"
"3076","Bone Chips","5000","0","0.20379895403017"
"3077","Wailing Rags","5000","0","0.1487575849151"
"3079","Gory Pincer","5000","0","0.23154442219939"
"3078","Cracked Drgscale.","5000","1","0.14721745715512"
"3082","Withered Bud","5000","0","0.22996702421925"
"3081","Coeurl Round","5000","0","0.1969254288074"
"3080","Ext. Eyestalk","5000","0","0.19321134064698"
"3083","Mngl. Ck. Skin","5000","0","0.33383256241452"
"3084","Great Root","5000","0","0.12244483215492"
"3085","Bewitching Tusk","5000","1","0.2548653620628"
"3088","Avian Remex","5000","0","0.34099011373362"
"3090","Spheroid Plate","5000","1","0.16530680138763"
"3086","Molt Scraps","5000","0","0.30805697342581"
"3087","Apkallu Down","5000","1","0.22133559327904"
"3089","Orbn. Cheekmeat","5000","0","0.26936436743395"
"3091","Hd. Raptor Skin","5000","0","0.27662476548527"
"3092","Mocking Beak","5000","0","0.27748525136984"
"3093","H.Q. Crab Meat","5000","0","1.0782343911844"
"3094","H.Q. Rock Salt","5000","1","0.8837730069947"
"3096","Spotted Flyfrond","5000","1","0.089829309340701"
"3095","Worm-Eaten Bud","5000","0","0.10216519501881"
"3098","Gnr. Taurus Horn","5000","0","0.17738857410629"
"3097","Blk. Rabbit Tail","5000","0","0.12946261686024"
"3100","Moonbeam Clam","5000","4","0.17859201773882"
"3099","Gargouille Stone","5000","1","0.17015132912608"
"3101","Dented Skull","5000","4","0.10749167990759"
"3102","Stiff. Tentacle","5000","2","0.12506000057493"
"3105","Fortune Wing","5000","0","0.11328461989785"
"3106","Djinn Ashes","5000","1","0.12717981267768"
"3104","Opaque Wing","5000","1","0.15683440214889"
"3103","Black Whisker","5000","1","0.12908307392217"
"3107","Shockshroom","5000","0","0.10072356122513"
"3108","Crwl. Floatstone","5000","1","0.11259086434599"
"3109","H.Q. Rabbit Hide","5000","1","0.10587996545176"
"3230","Tablilla Mercury","40000","8","0.43476230578604"
"3231","Sharabha Hide","50000","3","1.6851125378224"
"3232","Tiger King Hide","200000","2","3.356236540093"
"3233","Vadleany Fluid","5000","2","0.21771035431453"
"3235","Sandy Shard","5000","6","0.26860012330735"
"3237","Sand-caked Fang","5000","0","0.22576381070917"
"3234","Oasis Water","5000","1","0.15668800440525"
"3236","Smoldering Arm","10000","5","0.1703502274491"
"3238","H.Q. Dhalmel Hide","20000","0","0.65219055256694"
"3239","Puppet's Blood","5000","3","0.14238926885912"
"3240","H.Q. Cktrice. Skin","5000","3","0.14578153294209"
"3241","Ladybird Leaf","5000","1","0.14842917609095"
"3242","H.Q. Scorpn. Claw","5000","0","0.16591574429803"
"3243","Sabulous Clay","5000","3","0.19287990957504"
"3244","Giant Mistletoe","5000","0","0.23786150612915"
"3245","Bevel Gear","5000","1","0.13346044204693"
"3246","Snow God Core","100000","1","3.4745513244314"
"3247","Sisyphus Fragment","500000","2","5.88528596768"
"3248","Rimed Wing","5000","3","0.38881897047757"
"3249","Audumbla Hide","5000","0","0.15935352635152"
"3250","Helical Gear","5000","1","0.20103871866111"
"3251","Gear Fluid","5000","2","0.80837279608478"
"3253","H.Q. Marid Hide","50000","1","1.5491111257735"
"3254","Ice Wyvern Scale","5000","4","0.1619969666068"
"3252","Gelid Arm","5000","2","0.50713171584142"
"3255","Whiteworm Clay","5000","3","0.13063909157688"
"3256","Imp Sentry's Horn","5000","2","0.15097866678428"
"3257","Benumbed Eye","5000","2","0.15523278953467"
"3260","Teekess. Fragment","20000","4","0.21087421714167"
"3258","H.Q. Buffalo Horn","5000","6","0.16535207935981"
"3259","H.Q. B. Tiger Hide","5000","3","0.16559811162953"
"3261","Minaruja Skull","10000","1","0.41383440761041"
"3262","Jaculus Wing","100000","2","0.83430169623964"
"3263","Naiad's Lock","5000","1","0.27389193593668"
"3264","Goblin Gunpowder","5000","2","0.10936273901613"
"3265","Bubbling Oil","5000","0","0.26016398039327"
"3266","Darkflame Arm","5000","5","0.2803733222707"
"3267","Pursuer's Wing","5000","1","0.20496117053324"
"3268","H.Q. Wivre Hide","20000","10","0.3651663429901"
"3269","Decaying Molar","5000","1","0.15233856088512"
"3270","H.Q. Pugil Scale","5000","3","0.13041840155343"
"3271","Fay Teardrop","5000","2","0.12890893595252"
"3272","Unseelie Eye","5000","0","0.097277935920727"
"3273","Goblin Rope","5000","3","0.12369603406176"
"3274","Goblin Oil","5000","2","0.14084794505782"
"3306","D. A. Bolt Heads","3000","0","0.00030342822906039"
"3493","Frgtn. Thought","1000","1","0.44194811958748"
"3494","Forgotten Hope","1000","0","0.20494422243735"
